F_Lift,F_Drag,Windspeed,Angle,Cl,Cd
2.03,0.2,14.19,1,0.999,0.098
2.03,0.2,14.13,1,1.008,0.099
2.03,0.2,14.19,1,0.999,0.098
2.03,0.2,14.25,1,0.991,0.098
2.03,0.2,14.19,1,0.999,0.098
2.03,0.2,14.19,1,0.999,0.098
2.03,0.2,14.19,1,0.999,0.098
2.02,0.2,14.13,1,1.003,0.099
2.08,0.17,15.96,2,0.802,0.066
2.08,0.17,15.85,2,0.814,0.066
2.08,0.17,15.85,2,0.814,0.066
2.08,0.17,15.91,2,0.807,0.066
2.08,0.17,15.85,2,0.814,0.066
2.08,0.17,15.8,2,0.819,0.067
2.09,0.17,15.85,2,0.817,0.066
2.09,0.17,15.85,2,0.817,0.066
2.1,0.17,15.85,2,0.821,0.066
2.11,0.17,15.91,2,0.819,0.066
2.1,0.17,15.91,2,0.815,0.066
2.1,0.17,15.85,2,0.821,0.066
2.11,0.17,15.85,2,0.825,0.066
2.09,0.17,15.96,2,0.806,0.066
2.09,0.17,16.06,2,0.796,0.065
2.09,0.17,16.01,2,0.801,0.065
2.1,0.17,16.01,2,0.805,0.065
2.1,0.18,15.91,2,0.815,0.07
2.11,0.18,15.85,2,0.825,0.07
2.11,0.18,15.91,2,0.819,0.07
2.26,0.22,14.31,2,1.094,0.106
2.26,0.22,14.25,2,1.103,0.107
2.25,0.22,14.19,2,1.107,0.108
2.25,0.22,14.19,2,1.107,0.108
2.25,0.22,14.25,2,1.098,0.107
2.25,0.22,14.19,2,1.107,0.108
2.25,0.22,14.19,2,1.107,0.108
2.25,0.22,14.19,2,1.107,0.108
2.25,0.22,14.25,2,1.098,0.107
2.25,0.21,14.19,2,1.107,0.103
2.25,0.22,14.19,2,1.107,0.108
2.25,0.22,14.25,2,1.098,0.107
2.25,0.22,14.31,2,1.089,0.106
2.25,0.21,14.31,2,1.089,0.102
2.25,0.22,14.25,2,1.098,0.107
2.25,0.22,14.19,2,1.107,0.108
2.25,0.21,14.25,2,1.098,0.102
2.24,0.22,14.31,2,1.084,0.106
2.25,0.22,14.25,2,1.098,0.107
2.26,0.22,14.13,2,1.122,0.109
2.27,0.19,15.91,3,0.881,0.074
2.28,0.19,15.74,3,0.904,0.075
2.3,0.19,15.8,3,0.905,0.075
2.3,0.19,15.96,3,0.887,0.073
2.31,0.19,15.96,3,0.891,0.073
2.32,0.19,15.91,3,0.901,0.074
2.33,0.19,15.8,3,0.917,0.075
2.33,0.19,15.96,3,0.899,0.073
2.33,0.19,15.91,3,0.904,0.074
2.33,0.19,15.8,3,0.917,0.075
2.32,0.19,15.91,3,0.901,0.074
2.32,0.19,15.85,3,0.907,0.074
2.31,0.19,15.8,3,0.909,0.075
2.31,0.19,15.85,3,0.903,0.074
2.31,0.19,15.85,3,0.903,0.074
2.31,0.19,15.91,3,0.897,0.074
2.31,0.19,15.85,3,0.903,0.074
2.31,0.19,15.91,3,0.897,0.074
2.31,0.19,15.85,3,0.903,0.074
2.31,0.19,15.85,3,0.903,0.074
2.45,0.24,14.19,3,1.206,0.118
2.45,0.24,14.25,3,1.196,0.117
2.45,0.24,14.31,3,1.186,0.116
2.45,0.24,14.31,3,1.186,0.116
2.45,0.24,14.25,3,1.196,0.117
2.45,0.24,14.25,3,1.196,0.117
2.46,0.24,14.25,3,1.2,0.117
2.46,0.24,14.25,3,1.2,0.117
2.47,0.24,14.31,3,1.195,0.116
2.47,0.24,14.25,3,1.205,0.117
2.47,0.24,14.31,3,1.195,0.116
2.47,0.24,14.31,3,1.195,0.116
2.47,0.24,14.31,3,1.195,0.116
2.47,0.24,14.25,3,1.205,0.117
2.46,0.24,14.19,3,1.211,0.118
2.46,0.23,14.19,3,1.211,0.113
2.46,0.23,14.19,3,1.211,0.113
2.46,0.24,14.19,3,1.211,0.118
2.46,0.24,14.25,3,1.2,0.117
2.47,0.24,14.25,3,1.205,0.117
2.62,0.25,14.25,4,1.279,0.122
2.63,0.25,14.25,4,1.283,0.122
2.63,0.25,14.13,4,1.305,0.124
2.64,0.25,14.19,4,1.299,0.123
2.64,0.25,14.31,4,1.278,0.121
2.64,0.25,14.31,4,1.278,0.121
2.64,0.25,14.31,4,1.278,0.121
2.64,0.25,14.37,4,1.267,0.12
2.64,0.25,14.31,4,1.278,0.121
2.63,0.25,14.25,4,1.283,0.122
2.64,0.25,14.25,4,1.288,0.122
2.65,0.25,14.31,4,1.282,0.121
2.65,0.25,14.25,4,1.293,0.122
2.65,0.25,14.25,4,1.293,0.122
2.65,0.25,14.31,4,1.282,0.121
2.66,0.25,14.31,4,1.287,0.121
2.66,0.25,14.31,4,1.287,0.121
2.66,0.25,14.31,4,1.287,0.121
2.66,0.25,14.25,4,1.298,0.122
2.65,0.25,14.19,4,1.304,0.123
2.65,0.21,15.85,4.1,1.036,0.082
2.65,0.21,15.96,4.1,1.022,0.081
2.66,0.21,16.01,4.1,1.02,0.08
2.66,0.21,15.96,4.1,1.026,0.081
2.65,0.21,15.85,4.1,1.036,0.082
2.65,0.21,16.01,4.1,1.016,0.08
2.65,0.21,16.06,4.1,1.01,0.08
2.65,0.21,16.01,4.1,1.016,0.08
2.64,0.21,16.01,4.1,1.012,0.08
2.64,0.21,16.06,4.1,1.006,0.08
2.64,0.21,16.06,4.1,1.006,0.08
2.64,0.21,16.01,4.1,1.012,0.08
2.63,0.21,15.91,4.1,1.021,0.082
2.63,0.21,15.74,4.1,1.043,0.083
2.62,0.21,15.8,4.1,1.031,0.083
2.62,0.21,15.85,4.1,1.025,0.082
2.62,0.21,15.91,4.1,1.017,0.082
2.61,0.21,15.85,4.1,1.021,0.082
2.61,0.21,15.74,4.1,1.035,0.083
2.61,0.21,15.85,4.1,1.021,0.082
2.8,0.27,14.25,5,1.366,0.132
2.8,0.27,14.25,5,1.366,0.132
2.8,0.27,14.19,5,1.378,0.133
2.8,0.27,14.25,5,1.366,0.132
2.8,0.27,14.25,5,1.366,0.132
2.8,0.27,14.25,5,1.366,0.132
2.8,0.27,14.19,5,1.378,0.133
2.8,0.27,14.25,5,1.366,0.132
2.79,0.27,14.25,5,1.362,0.132
2.79,0.27,14.25,5,1.362,0.132
2.79,0.27,14.25,5,1.362,0.132
2.8,0.27,14.19,5,1.378,0.133
2.8,0.27,14.25,5,1.366,0.132
2.8,0.27,14.19,5,1.378,0.133
2.8,0.27,14.25,5,1.366,0.132
2.8,0.27,14.25,5,1.366,0.132
2.8,0.27,14.25,5,1.366,0.132
2.8,0.27,14.25,5,1.366,0.132
2.8,0.27,14.19,5,1.378,0.133
2.79,0.27,14.13,5,1.385,0.134
2.87,0.22,16.06,5.1,1.093,0.084
2.87,0.22,15.91,5.1,1.114,0.085
2.88,0.22,16.01,5.1,1.104,0.084
2.88,0.22,15.96,5.1,1.111,0.085
2.87,0.22,15.91,5.1,1.114,0.085
2.87,0.22,15.85,5.1,1.122,0.086
2.86,0.22,15.91,5.1,1.11,0.085
2.86,0.22,15.91,5.1,1.11,0.085
2.86,0.22,15.85,5.1,1.119,0.086
2.85,0.22,15.96,5.1,1.099,0.085
2.84,0.22,16.06,5.1,1.082,0.084
2.84,0.22,16.06,5.1,1.082,0.084
2.82,0.22,15.96,5.1,1.088,0.085
2.81,0.22,15.85,5.1,1.099,0.086
2.82,0.22,15.85,5.1,1.103,0.086
2.82,0.22,15.85,5.1,1.103,0.086
2.84,0.22,15.85,5.1,1.111,0.086
2.85,0.22,15.85,5.1,1.115,0.086
2.86,0.22,15.8,5.1,1.126,0.087
2.86,0.22,15.85,5.1,1.119,0.086
2.98,0.23,15.96,6,1.15,0.089
2.98,0.23,16.01,6,1.142,0.088
2.98,0.23,16.01,6,1.142,0.088
2.99,0.23,15.91,6,1.161,0.089
2.99,0.23,15.8,6,1.177,0.091
3.01,0.23,15.91,6,1.168,0.089
3.03,0.24,15.85,6,1.185,0.094
3.03,0.24,15.96,6,1.169,0.093
3.03,0.24,15.91,6,1.176,0.093
3.04,0.23,15.96,6,1.173,0.089
3.04,0.23,15.85,6,1.189,0.09
3.04,0.23,15.91,6,1.18,0.089
3.04,0.24,16.01,6,1.165,0.092
3.04,0.24,16.01,6,1.165,0.092
3.04,0.24,15.96,6,1.173,0.093
3.04,0.24,15.91,6,1.18,0.093
3.04,0.24,15.91,6,1.18,0.093
3.04,0.24,15.91,6,1.18,0.093
3.03,0.24,15.91,6,1.176,0.093
3.02,0.24,15.96,6,1.165,0.093
3.1,0.29,14.31,6.1,1.5,0.14
3.1,0.29,14.19,6.1,1.526,0.143
3.1,0.29,14.19,6.1,1.526,0.143
3.1,0.29,14.25,6.1,1.513,0.142
3.1,0.29,14.25,6.1,1.513,0.142
3.1,0.29,14.25,6.1,1.513,0.142
3.08,0.29,14.31,6.1,1.49,0.14
3.08,0.29,14.31,6.1,1.49,0.14
3.07,0.29,14.31,6.1,1.486,0.14
3.07,0.29,14.25,6.1,1.498,0.142
3.06,0.29,14.31,6.1,1.481,0.14
3.04,0.29,14.37,6.1,1.459,0.139
3.04,0.29,14.25,6.1,1.484,0.142
3.04,0.29,14.19,6.1,1.496,0.143
3.04,0.29,14.25,6.1,1.484,0.142
3.05,0.29,14.31,6.1,1.476,0.14
3.07,0.29,14.31,6.1,1.486,0.14
3.07,0.29,14.19,6.1,1.511,0.143
3.09,0.29,14.31,6.1,1.495,0.14
3.1,0.29,14.31,6.1,1.5,0.14
3.28,0.32,14.13,7,1.628,0.159
3.28,0.32,14.19,7,1.614,0.157
3.27,0.32,14.19,7,1.609,0.157
3.26,0.32,14.13,7,1.618,0.159
3.26,0.32,14.07,7,1.632,0.16
3.26,0.32,14.19,7,1.604,0.157
3.26,0.32,14.13,7,1.618,0.159
3.26,0.32,14.25,7,1.591,0.156
3.26,0.32,14.19,7,1.604,0.157
3.26,0.32,14.19,7,1.604,0.157
3.27,0.32,14.07,7,1.637,0.16
3.27,0.32,14.13,7,1.623,0.159
3.27,0.32,14.19,7,1.609,0.157
3.27,0.32,14.19,7,1.609,0.157
3.27,0.32,14.19,7,1.609,0.157
3.27,0.32,14.25,7,1.596,0.156
3.27,0.32,14.19,7,1.609,0.157
3.27,0.32,14.07,7,1.637,0.16
3.26,0.32,14.07,7,1.632,0.16
3.26,0.32,14.07,7,1.632,0.16
3.27,0.26,16.01,7.1,1.253,0.1
3.24,0.26,16.01,7.1,1.242,0.1
3.24,0.26,15.96,7.1,1.25,0.1
3.24,0.26,15.91,7.1,1.258,0.101
3.23,0.26,15.96,7.1,1.246,0.1
3.23,0.26,15.91,7.1,1.254,0.101
3.19,0.26,15.85,7.1,1.248,0.102
3.19,0.26,15.85,7.1,1.248,0.102
3.19,0.26,15.91,7.1,1.238,0.101
3.19,0.26,15.85,7.1,1.248,0.102
3.23,0.26,15.8,7.1,1.271,0.102
3.23,0.26,15.8,7.1,1.271,0.102
3.24,0.26,15.85,7.1,1.267,0.102
3.24,0.26,15.85,7.1,1.267,0.102
3.24,0.26,15.8,7.1,1.275,0.102
3.25,0.26,15.8,7.1,1.279,0.102
3.24,0.26,15.8,7.1,1.275,0.102
3.24,0.26,15.8,7.1,1.275,0.102
3.23,0.26,15.8,7.1,1.271,0.102
3.26,0.26,15.8,7.1,1.283,0.102
3.39,0.34,14.19,8.1,1.668,0.167
3.39,0.34,14.25,8.1,1.654,0.166
3.39,0.34,14.25,8.1,1.654,0.166
3.39,0.34,14.31,8.1,1.64,0.165
3.38,0.34,14.25,8.1,1.649,0.166
3.38,0.34,14.25,8.1,1.649,0.166
3.38,0.34,14.25,8.1,1.649,0.166
3.38,0.34,14.25,8.1,1.649,0.166
3.38,0.34,14.25,8.1,1.649,0.166
3.38,0.34,14.19,8.1,1.663,0.167
3.37,0.34,14.19,8.1,1.659,0.167
3.37,0.34,14.13,8.1,1.673,0.169
3.38,0.34,14.13,8.1,1.678,0.169
3.38,0.34,14.25,8.1,1.649,0.166
3.39,0.34,14.25,8.1,1.654,0.166
3.37,0.34,14.25,8.1,1.645,0.166
3.38,0.34,14.25,8.1,1.649,0.166
3.38,0.34,14.19,8.1,1.663,0.167
3.39,0.34,14.25,8.1,1.654,0.166
3.4,0.34,14.25,8.1,1.659,0.166
3.51,0.31,15.96,8.2,1.354,0.12
3.51,0.3,16.01,8.2,1.345,0.115
3.51,0.3,16.01,8.2,1.345,0.115
3.52,0.29,15.91,8.2,1.366,0.113
3.51,0.29,15.96,8.2,1.354,0.112
3.51,0.29,15.96,8.2,1.354,0.112
3.51,0.29,15.85,8.2,1.373,0.113
3.5,0.28,15.85,8.2,1.369,0.11
3.5,0.28,15.8,8.2,1.378,0.11
3.5,0.28,15.91,8.2,1.359,0.109
3.5,0.28,15.96,8.2,1.35,0.108
3.5,0.28,15.8,8.2,1.378,0.11
3.49,0.28,15.69,8.2,1.393,0.112
3.47,0.28,15.74,8.2,1.376,0.111
3.47,0.28,15.74,8.2,1.376,0.111
3.47,0.28,15.64,8.2,1.394,0.112
3.5,0.29,15.74,8.2,1.388,0.115
3.52,0.29,15.96,8.2,1.358,0.112
3.52,0.29,16.01,8.2,1.349,0.111
3.53,0.29,16.06,8.2,1.345,0.11
3.67,0.31,15.96,9.1,1.416,0.12
3.69,0.31,15.8,9.1,1.452,0.122
3.68,0.31,15.74,9.1,1.459,0.123
3.69,0.31,15.8,9.1,1.452,0.122
3.69,0.31,15.85,9.1,1.443,0.121
3.7,0.31,15.91,9.1,1.436,0.12
3.7,0.31,15.96,9.1,1.427,0.12
3.7,0.31,15.96,9.1,1.427,0.12
3.7,0.31,15.96,9.1,1.427,0.12
3.7,0.31,15.96,9.1,1.427,0.12
3.7,0.31,16.01,9.1,1.418,0.119
3.7,0.31,16.06,9.1,1.41,0.118
3.7,0.31,15.91,9.1,1.436,0.12
3.7,0.31,15.91,9.1,1.436,0.12
3.71,0.31,15.8,9.1,1.46,0.122
3.7,0.31,15.74,9.1,1.467,0.123
3.68,0.31,15.96,9.1,1.42,0.12
3.68,0.31,15.91,9.1,1.428,0.12
3.67,0.31,15.85,9.1,1.435,0.121
3.67,0.31,15.8,9.1,1.444,0.122
3.49,0.36,14.25,9.1,1.703,0.176
3.5,0.36,14.19,9.1,1.722,0.177
3.5,0.36,14.25,9.1,1.708,0.176
3.5,0.36,14.31,9.1,1.694,0.174
3.5,0.36,14.31,9.1,1.694,0.174
3.51,0.37,14.25,9.1,1.713,0.181
3.52,0.37,14.19,9.1,1.732,0.182
3.52,0.36,14.25,9.1,1.718,0.176
3.52,0.37,14.19,9.1,1.732,0.182
3.52,0.36,14.19,9.1,1.732,0.177
3.52,0.36,14.25,9.1,1.718,0.176
3.52,0.37,14.25,9.1,1.718,0.181
3.52,0.37,14.37,9.1,1.689,0.178
3.52,0.36,14.31,9.1,1.703,0.174
3.51,0.36,14.25,9.1,1.713,0.176
3.51,0.36,14.19,9.1,1.727,0.177
3.51,0.36,14.19,9.1,1.727,0.177
3.51,0.36,14.25,9.1,1.713,0.176
3.52,0.36,14.31,9.1,1.703,0.174
3.52,0.36,14.31,9.1,1.703,0.174
3.84,0.33,15.85,10,1.502,0.129
3.84,0.33,15.8,10,1.511,0.13
3.84,0.33,15.8,10,1.511,0.13
3.85,0.33,15.8,10,1.515,0.13
3.85,0.33,15.74,10,1.527,0.131
3.85,0.33,15.8,10,1.515,0.13
3.86,0.33,15.85,10,1.51,0.129
3.87,0.33,15.8,10,1.523,0.13
3.86,0.33,15.8,10,1.519,0.13
3.86,0.33,15.85,10,1.51,0.129
3.85,0.33,15.91,10,1.494,0.128
3.86,0.33,15.96,10,1.489,0.127
3.87,0.33,15.96,10,1.493,0.127
3.87,0.33,15.96,10,1.493,0.127
3.87,0.33,15.96,10,1.493,0.127
3.87,0.33,15.96,10,1.493,0.127
3.86,0.33,15.85,10,1.51,0.129
3.86,0.33,15.96,10,1.489,0.127
3.85,0.33,15.96,10,1.485,0.127
3.84,0.33,15.91,10,1.491,0.128
3.59,0.38,14.13,10.1,1.782,0.189
3.59,0.38,14.13,10.1,1.782,0.189
3.58,0.38,14.19,10.1,1.762,0.187
3.59,0.38,14.25,10.1,1.752,0.185
3.59,0.38,14.31,10.1,1.737,0.184
3.59,0.38,14.25,10.1,1.752,0.185
3.59,0.38,14.25,10.1,1.752,0.185
3.59,0.38,14.25,10.1,1.752,0.185
3.59,0.38,14.07,10.1,1.797,0.19
3.59,0.38,14.07,10.1,1.797,0.19
3.6,0.38,14.19,10.1,1.772,0.187
3.59,0.38,14.19,10.1,1.767,0.187
3.6,0.39,14.13,10.1,1.787,0.194
3.6,0.39,14.25,10.1,1.757,0.19
3.61,0.39,14.19,10.1,1.777,0.192
3.6,0.39,14.13,10.1,1.787,0.194
3.6,0.38,14.13,10.1,1.787,0.189
3.6,0.38,14.19,10.1,1.772,0.187
3.6,0.38,14.07,10.1,1.802,0.19
3.6,0.38,14.01,10.1,1.818,0.192
4.07,0.35,16.12,11,1.539,0.132
4.07,0.35,16.06,11,1.55,0.133
4.08,0.35,16.17,11,1.533,0.132
4.08,0.35,16.22,11,1.524,0.131
4.08,0.36,16.17,11,1.533,0.135
4.07,0.36,16.06,11,1.55,0.137
4.08,0.36,16.06,11,1.554,0.137
4.06,0.36,16.12,11,1.535,0.136
4.06,0.35,16.12,11,1.535,0.132
4.07,0.35,16.27,11,1.511,0.13
4.08,0.36,16.22,11,1.524,0.134
4.09,0.36,16.06,11,1.558,0.137
4.09,0.36,16.27,11,1.518,0.134
4.08,0.35,16.17,11,1.533,0.132
4.06,0.35,16.01,11,1.556,0.134
4.06,0.35,16.01,11,1.556,0.134
4.06,0.35,16.22,11,1.516,0.131
4.03,0.35,16.27,11,1.496,0.13
3.98,0.35,16.12,11,1.505,0.132
3.97,0.35,16.06,11,1.512,0.133
3.65,0.32,14.19,11.1,1.796,0.157
3.65,0.31,14.07,11.1,1.827,0.155
3.65,0.31,14.13,11.1,1.812,0.154
3.65,0.31,14.19,11.1,1.796,0.153
3.65,0.31,14.19,11.1,1.796,0.153
3.64,0.31,14.19,11.1,1.791,0.153
3.64,0.31,14.13,11.1,1.807,0.154
3.63,0.31,14.07,11.1,1.817,0.155
3.63,0.31,14.13,11.1,1.802,0.154
3.63,0.32,14.19,11.1,1.786,0.157
3.64,0.31,14.13,11.1,1.807,0.154
3.64,0.31,14.13,11.1,1.807,0.154
3.64,0.31,14.07,11.1,1.822,0.155
3.64,0.31,14.07,11.1,1.822,0.155
3.64,0.31,14.13,11.1,1.807,0.154
3.64,0.31,14.19,11.1,1.791,0.153
3.64,0.31,14.13,11.1,1.807,0.154
3.64,0.31,14.19,11.1,1.791,0.153
3.64,0.31,14.13,11.1,1.807,0.154
3.63,0.31,14.07,11.1,1.817,0.155
4.19,0.38,15.91,12,1.626,0.148
4.2,0.38,15.96,12,1.62,0.147
4.2,0.38,15.91,12,1.63,0.148
4.19,0.38,15.96,12,1.616,0.147
4.19,0.38,16.12,12,1.584,0.144
4.18,0.38,16.01,12,1.602,0.146
4.19,0.38,15.91,12,1.626,0.148
4.2,0.38,15.96,12,1.62,0.147
4.2,0.37,15.96,12,1.62,0.143
4.19,0.37,16.01,12,1.606,0.142
4.19,0.37,16.01,12,1.606,0.142
4.18,0.38,16.01,12,1.602,0.146
4.18,0.38,16.22,12,1.561,0.142
4.16,0.37,16.22,12,1.554,0.138
4.14,0.37,16.06,12,1.577,0.141
4.14,0.37,15.96,12,1.597,0.143
4.16,0.37,15.91,12,1.615,0.144
4.16,0.37,15.8,12,1.637,0.146
4.17,0.37,15.85,12,1.631,0.145
4.17,0.37,15.96,12,1.609,0.143
3.7,0.34,14.13,12,1.836,0.169
3.71,0.34,14.19,12,1.826,0.167
3.71,0.34,14.01,12,1.873,0.172
3.71,0.34,14.07,12,1.857,0.17
3.71,0.34,14.13,12,1.841,0.169
3.71,0.34,14.01,12,1.873,0.172
3.7,0.34,14.01,12,1.868,0.172
3.7,0.34,14.07,12,1.852,0.17
3.7,0.34,14.13,12,1.836,0.169
3.7,0.34,14.13,12,1.836,0.169
3.7,0.34,14.19,12,1.821,0.167
3.7,0.34,14.19,12,1.821,0.167
3.7,0.34,14.13,12,1.836,0.169
3.71,0.34,14.07,12,1.857,0.17
3.7,0.34,14.19,12,1.821,0.167
3.7,0.35,14.19,12,1.821,0.172
3.7,0.35,14.13,12,1.836,0.174
3.7,0.35,14.13,12,1.836,0.174
3.7,0.35,14.19,12,1.821,0.172
3.71,0.35,14.25,12,1.811,0.171
3.71,0.35,14.19,12,1.826,0.172
3.72,0.35,14.25,12,1.815,0.171
3.71,0.35,14.13,12,1.841,0.174
3.72,0.35,14.13,12,1.846,0.174
3.72,0.35,14.25,12,1.815,0.171
3.71,0.35,14.31,12,1.795,0.169
3.7,0.35,14.31,12,1.791,0.169
3.7,0.34,14.25,12,1.806,0.166
3.7,0.34,14.25,12,1.806,0.166
3.7,0.34,14.19,12,1.821,0.167
3.7,0.34,14.25,12,1.806,0.166
3.7,0.34,14.25,12,1.806,0.166
3.7,0.34,14.19,12,1.821,0.167
3.69,0.34,14.19,12,1.816,0.167
3.69,0.34,14.25,12,1.801,0.166
3.69,0.35,14.25,12,1.801,0.171
3.69,0.35,14.13,12,1.831,0.174
3.69,0.35,14.07,12,1.847,0.175
3.69,0.35,14.19,12,1.816,0.172
3.69,0.35,14.19,12,1.816,0.172
3.73,0.37,14.13,13,1.851,0.184
3.73,0.37,14.19,13,1.836,0.182
3.73,0.37,14.19,13,1.836,0.182
3.72,0.37,14.13,13,1.846,0.184
3.72,0.37,14.25,13,1.815,0.181
3.72,0.37,14.25,13,1.815,0.181
3.71,0.38,14.31,13,1.795,0.184
3.72,0.38,14.25,13,1.815,0.185
3.71,0.38,14.31,13,1.795,0.184
3.71,0.38,14.31,13,1.795,0.184
3.71,0.38,14.31,13,1.795,0.184
3.71,0.37,14.25,13,1.811,0.181
3.71,0.37,14.13,13,1.841,0.184
3.71,0.37,14.19,13,1.826,0.182
3.71,0.37,14.31,13,1.795,0.179
3.71,0.37,14.25,13,1.811,0.181
3.7,0.37,14.19,13,1.821,0.182
3.7,0.37,14.19,13,1.821,0.182
3.7,0.37,14.13,13,1.836,0.184
3.71,0.37,14.13,13,1.841,0.184
4.26,0.4,16.01,13.1,1.633,0.153
4.28,0.4,15.91,13.1,1.661,0.155
4.28,0.4,15.96,13.1,1.651,0.154
4.29,0.4,15.91,13.1,1.665,0.155
4.29,0.4,15.91,13.1,1.665,0.155
4.28,0.4,15.91,13.1,1.661,0.155
4.28,0.4,16.06,13.1,1.63,0.152
4.27,0.4,16.06,13.1,1.627,0.152
4.27,0.4,16.01,13.1,1.637,0.153
4.26,0.4,15.96,13.1,1.643,0.154
4.26,0.4,16.06,13.1,1.623,0.152
4.24,0.4,16.01,13.1,1.625,0.153
4.24,0.4,16.01,13.1,1.625,0.153
4.22,0.4,15.91,13.1,1.638,0.155
4.22,0.4,15.96,13.1,1.628,0.154
4.22,0.4,16.01,13.1,1.618,0.153
4.23,0.4,15.91,13.1,1.642,0.155
4.25,0.4,16.01,13.1,1.629,0.153
4.25,0.4,16.06,13.1,1.619,0.152
4.24,0.4,16.06,13.1,1.615,0.152
3.75,0.42,14.25,14,1.83,0.205
3.74,0.42,14.25,14,1.825,0.205
3.74,0.42,14.25,14,1.825,0.205
3.74,0.42,14.25,14,1.825,0.205
3.74,0.41,14.19,14,1.841,0.202
3.74,0.41,14.19,14,1.841,0.202
3.74,0.41,14.31,14,1.81,0.198
3.74,0.41,14.31,14,1.81,0.198
3.74,0.41,14.25,14,1.825,0.2
3.73,0.41,14.19,14,1.836,0.202
3.73,0.41,14.25,14,1.82,0.2
3.74,0.41,14.25,14,1.825,0.2
3.74,0.41,14.25,14,1.825,0.2
3.73,0.41,14.19,14,1.836,0.202
3.73,0.41,14.25,14,1.82,0.2
3.74,0.41,14.25,14,1.825,0.2
3.74,0.41,14.25,14,1.825,0.2
3.75,0.41,14.25,14,1.83,0.2
3.74,0.41,14.19,14,1.841,0.202
3.73,0.41,14.13,14,1.851,0.203
4.4,0.47,15.85,14.1,1.721,0.184
4.39,0.46,15.69,14.1,1.752,0.184
4.38,0.45,15.69,14.1,1.748,0.18
4.38,0.45,15.96,14.1,1.69,0.174
4.38,0.45,16.01,14.1,1.679,0.172
4.38,0.44,16.01,14.1,1.679,0.169
4.39,0.44,15.96,14.1,1.693,0.17
4.39,0.44,16.06,14.1,1.672,0.168
4.39,0.44,16.01,14.1,1.683,0.169
4.39,0.44,15.91,14.1,1.704,0.171
4.39,0.44,15.96,14.1,1.693,0.17
4.41,0.44,16.12,14.1,1.668,0.166
